asset_id,platform_type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],vibration_g_rms,kurtosis,hydraulic_pressure_psi
DEF-00290,T-90 Bhishma MBT,309.0,317.1,1600,32.9,167,0.0362,3.3,157
DEF-00291,Su-30MKI Fighter,306.2,316.5,2770,26.1,89,0.056,2.95,166
DEF-00292,K9 Vajra Howitzer,297.5,306.9,2156,61.1,175,1.0489,6.24,205
DEF-00293,BMP-2 Sarath ICV,294.3,308.0,2882,62.5,45,1.1838,6.55,198
DEF-00294,T-90 Bhishma MBT,305.8,315.5,2120,43.9,227,0.0423,3.11,152
DEF-00295,Arjun Mk-II MBT,309.5,320.8,2270,14.3,215,0.1457,3.32,208
DEF-00296,T-90 Bhishma MBT,300.5,311.0,2257,58.2,0,0.0754,3.42,167
DEF-00297,K9 Vajra Howitzer,302.6,311.1,1911,34.4,53,0.0532,2.91,145
DEF-00298,BMP-2 Sarath ICV,311.4,323.4,1105,16.1,212,1.3479,7.02,175
DEF-00299,BMP-2 Sarath ICV,294.4,308.4,2447,79.7,29,0.1007,3.07,166
DEF-00300,T-90 Bhishma MBT,294.3,302.7,1231,45.0,91,0.0719,2.91,214
DEF-00301,Su-30MKI Fighter,302.5,317.2,2087,71.6,234,0.1955,3.23,192
DEF-00302,Su-30MKI Fighter,308.5,322.1,1348,68.9,30,0.1895,3.64,148
DEF-00303,BMP-2 Sarath ICV,307.7,321.0,1215,32.3,230,0.1764,3.32,160
DEF-00304,K9 Vajra Howitzer,295.5,305.3,1497,59.3,177,1.1894,6.71,181
DEF-00305,Su-30MKI Fighter,299.0,308.6,2029,34.5,200,0.9598,5.82,184
DEF-00306,Su-30MKI Fighter,302.0,313.8,2023,65.0,183,0.05,2.97,156
DEF-00307,K9 Vajra Howitzer,309.6,319.8,2038,72.4,165,1.151,6.35,160
DEF-00308,Arjun Mk-II MBT,307.7,316.0,1133,80.3,186,0.4579,4.63,157
DEF-00309,Su-30MKI Fighter,298.5,311.1,2594,47.9,163,0.0578,2.79,145
DEF-00310,T-90 Bhishma MBT,307.9,316.6,1669,67.9,116,0.0791,3.45,161
DEF-00311,T-90 Bhishma MBT,304.4,314.7,1867,43.9,25,0.0482,3.01,217
DEF-00312,Arjun Mk-II MBT,309.7,323.9,1858,30.8,153,0.1984,3.54,203
DEF-00313,K9 Vajra Howitzer,295.5,309.2,2092,71.7,39,0.0659,2.99,176
DEF-00314,K9 Vajra Howitzer,298.7,308.5,2831,14.9,117,0.0632,3.02,165
DEF-00315,Su-30MKI Fighter,293.4,302.0,1817,23.9,169,0.0645,3.37,178
DEF-00316,Arjun Mk-II MBT,308.1,317.8,1311,82.0,11,0.9324,5.65,157
DEF-00317,BMP-2 Sarath ICV,296.0,307.3,1714,53.0,183,0.0329,3.03,192
DEF-00318,BMP-2 Sarath ICV,308.9,323.7,2637,66.6,95,0.0627,3.35,208
DEF-00319,T-90 Bhishma MBT,307.2,316.7,2241,15.6,232,0.0524,2.79,148
DEF-00320,Arjun Mk-II MBT,301.2,315.8,1268,36.9,198,0.0551,3.35,177
DEF-00321,T-90 Bhishma MBT,300.3,315.2,2567,38.5,232,0.4429,4.04,177
DEF-00322,Su-30MKI Fighter,306.1,318.4,2009,22.8,117,0.1804,3.41,215
DEF-00323,T-90 Bhishma MBT,305.0,318.0,1181,28.1,242,0.0347,3.17,146
DEF-00324,BMP-2 Sarath ICV,301.7,314.5,2315,43.5,186,0.0647,3.15,185
DEF-00325,Su-30MKI Fighter,293.0,308.0,2780,15.0,41,0.0632,3.01,156
DEF-00326,Arjun Mk-II MBT,309.0,319.7,1382,23.9,124,0.0477,2.81,148
DEF-00327,Arjun Mk-II MBT,294.3,306.7,1150,55.2,219,0.0306,2.8,193
DEF-00328,K9 Vajra Howitzer,302.4,316.0,1869,46.5,101,0.1581,3.65,142
DEF-00329,Su-30MKI Fighter,308.4,322.5,1930,28.2,37,0.0796,3.18,150
DEF-00330,Su-30MKI Fighter,296.2,309.9,2818,49.2,236,1.1269,6.8,199
DEF-00331,BMP-2 Sarath ICV,305.3,313.7,2466,65.3,37,0.1285,3.47,194
DEF-00332,Arjun Mk-II MBT,295.8,308.9,2165,81.7,84,0.0754,3.12,159
DEF-00333,Su-30MKI Fighter,309.6,319.3,1545,72.6,170,1.4479,7.74,158
DEF-00334,Arjun Mk-II MBT,298.3,307.3,1794,15.0,172,0.0496,3.03,211
DEF-00335,Su-30MKI Fighter,297.5,308.1,1603,46.8,184,0.0313,2.84,196
DEF-00336,T-90 Bhishma MBT,307.0,316.3,1746,80.1,195,0.0421,3.1,160
DEF-00337,T-90 Bhishma MBT,309.2,319.9,2145,26.4,63,0.2367,3.49,156
DEF-00338,Su-30MKI Fighter,310.5,319.2,2710,87.3,11,0.0314,3.06,177
DEF-00339,Su-30MKI Fighter,309.5,319.8,1514,85.6,115,0.056,3.25,160
DEF-00340,K9 Vajra Howitzer,302.2,316.2,1887,53.1,143,0.9369,5.82,219
DEF-00341,K9 Vajra Howitzer,306.2,314.9,1340,34.0,237,0.1612,3.42,195
DEF-00342,K9 Vajra Howitzer,306.3,317.9,2496,62.6,103,0.0582,2.83,153
DEF-00343,Arjun Mk-II MBT,295.4,304.0,2094,13.4,80,0.6631,5.04,189
DEF-00344,Arjun Mk-II MBT,300.5,313.2,1681,34.3,149,0.0343,3.24,179
DEF-00345,Arjun Mk-II MBT,303.5,316.2,2309,82.4,200,0.037,3.07,181
DEF-00346,Arjun Mk-II MBT,300.4,313.9,1899,27.6,228,1.2233,6.77,196
DEF-00347,Su-30MKI Fighter,306.9,318.9,1723,19.5,133,0.5261,4.83,165
DEF-00348,Su-30MKI Fighter,299.5,309.0,2568,86.4,92,0.0564,3.0,168
DEF-00349,BMP-2 Sarath ICV,294.1,302.2,1728,24.0,157,0.0522,3.11,172
DEF-00350,K9 Vajra Howitzer,295.8,307.1,1559,25.0,143,0.4509,4.41,140
DEF-00351,T-90 Bhishma MBT,297.6,306.7,1617,60.9,65,0.1564,3.31,214
DEF-00352,Su-30MKI Fighter,306.6,319.2,1434,14.5,244,0.3983,4.23,142
DEF-00353,T-90 Bhishma MBT,299.1,313.8,1827,80.7,77,0.0512,2.79,156
DEF-00354,T-90 Bhishma MBT,310.5,321.7,1928,54.7,31,1.0754,6.16,198
DEF-00355,Arjun Mk-II MBT,307.1,318.9,1360,32.8,244,0.0535,3.33,217
DEF-00356,T-90 Bhishma MBT,295.6,308.1,2777,33.7,57,0.0593,3.2,167
DEF-00357,Arjun Mk-II MBT,302.9,313.9,2828,53.6,196,0.8224,5.54,206
DEF-00358,Su-30MKI Fighter,303.0,311.1,1396,54.3,100,0.0787,3.15,146
DEF-00359,K9 Vajra Howitzer,308.8,320.5,2579,72.3,100,0.0586,3.01,208
DEF-00360,Su-30MKI Fighter,294.9,308.7,2016,73.9,109,0.0641,3.35,142
DEF-00361,T-90 Bhishma MBT,301.7,312.2,2049,71.0,196,0.2109,3.64,216
DEF-00362,BMP-2 Sarath ICV,308.8,321.2,1170,26.8,110,0.5882,4.86,156
DEF-00363,BMP-2 Sarath ICV,308.3,321.7,1133,42.0,8,0.0412,3.05,200
DEF-00364,BMP-2 Sarath ICV,304.3,318.7,1791,54.2,158,0.0365,2.91,177
DEF-00365,BMP-2 Sarath ICV,299.9,313.8,2528,65.9,11,0.1605,3.19,148
DEF-00366,T-90 Bhishma MBT,307.3,317.4,1825,77.6,22,0.1612,3.12,184
DEF-00367,Su-30MKI Fighter,305.9,314.3,1600,26.8,20,0.0785,3.34,159
DEF-00368,K9 Vajra Howitzer,295.9,305.2,2196,27.0,191,0.0345,2.84,203
DEF-00369,BMP-2 Sarath ICV,304.6,314.3,2018,67.3,130,1.1968,6.85,148
DEF-00370,K9 Vajra Howitzer,310.9,325.5,2696,83.9,239,0.0739,3.09,171
DEF-00371,T-90 Bhishma MBT,303.9,316.0,1771,14.7,229,0.039,3.05,171
DEF-00372,T-90 Bhishma MBT,311.2,324.0,1382,44.5,127,0.0392,3.06,211
DEF-00373,Arjun Mk-II MBT,305.0,318.1,2011,26.8,53,0.0386,2.99,187
DEF-00374,BMP-2 Sarath ICV,295.2,303.2,1270,27.5,135,0.1322,3.47,177
DEF-00375,T-90 Bhishma MBT,296.5,306.5,1972,18.7,130,0.0769,3.19,206
DEF-00376,K9 Vajra Howitzer,303.9,318.5,1145,65.5,83,0.0727,2.88,160
DEF-00377,Arjun Mk-II MBT,303.5,312.3,2592,16.8,116,0.0509,3.19,213
DEF-00378,Arjun Mk-II MBT,296.4,305.3,1493,19.8,209,0.0439,3.28,195
DEF-00379,Su-30MKI Fighter,299.1,311.4,2023,40.2,235,0.0615,3.31,180
DEF-00380,Arjun Mk-II MBT,302.6,311.4,2095,60.1,240,0.0721,3.41,154
DEF-00381,Arjun Mk-II MBT,304.1,314.8,2866,21.3,37,0.0676,3.33,218
DEF-00382,T-90 Bhishma MBT,293.8,303.3,1982,24.9,168,0.0575,2.81,150
DEF-00383,BMP-2 Sarath ICV,308.1,319.9,1322,43.4,51,0.2036,3.37,148
DEF-00384,Arjun Mk-II MBT,298.2,307.4,2172,75.8,135,0.1638,3.32,180
DEF-00385,K9 Vajra Howitzer,301.5,314.9,2894,33.7,75,0.0716,3.09,192
DEF-00386,Arjun Mk-II MBT,295.9,308.2,2281,33.6,33,0.0384,3.07,196
DEF-00387,Su-30MKI Fighter,310.1,320.9,1120,78.8,4,0.0484,2.99,219
DEF-00388,Arjun Mk-II MBT,302.6,314.6,1523,42.4,223,0.0382,3.02,216
DEF-00389,Su-30MKI Fighter,304.5,318.8,2110,65.4,56,0.4214,4.18,156
DEF-00390,K9 Vajra Howitzer,307.4,321.1,2207,70.2,162,0.0396,2.74,164
DEF-00391,T-90 Bhishma MBT,306.0,319.7,2473,76.4,11,0.1757,3.52,213
DEF-00392,Arjun Mk-II MBT,310.4,323.6,1930,12.8,28,0.0493,2.95,217
DEF-00393,Arjun Mk-II MBT,306.3,316.1,2075,18.6,32,0.0521,3.15,196
DEF-00394,BMP-2 Sarath ICV,300.6,311.3,1692,66.7,78,0.468,4.11,197
DEF-00395,Su-30MKI Fighter,308.8,319.4,1898,42.6,224,0.1037,2.99,214
DEF-00396,Su-30MKI Fighter,304.5,317.2,1100,23.5,105,0.49,4.71,218
DEF-00397,Su-30MKI Fighter,302.6,314.9,2750,70.7,115,0.0619,3.09,216
DEF-00398,Arjun Mk-II MBT,295.5,305.5,2021,40.4,164,0.0534,3.17,216
DEF-00399,T-90 Bhishma MBT,300.3,309.9,2733,34.4,233,0.0343,3.13,213
DEF-00400,K9 Vajra Howitzer,297.3,309.7,1768,12.6,53,0.1508,3.46,210
DEF-00401,Su-30MKI Fighter,311.9,326.3,2570,47.0,237,0.1947,3.26,166
DEF-00402,Arjun Mk-II MBT,309.0,321.2,1332,48.4,12,1.1163,6.75,207
DEF-00403,K9 Vajra Howitzer,302.3,313.4,1421,81.0,89,1.0889,6.49,189
DEF-00404,BMP-2 Sarath ICV,311.9,324.3,2225,38.8,211,0.0782,3.43,175
DEF-00405,T-90 Bhishma MBT,298.0,309.5,1945,87.6,155,0.9491,5.71,168
DEF-00406,BMP-2 Sarath ICV,304.3,317.3,1555,25.8,32,0.7644,5.63,209
DEF-00407,Su-30MKI Fighter,298.6,310.4,1896,24.4,157,0.0523,2.9,142
DEF-00408,T-90 Bhishma MBT,305.1,314.5,1430,66.2,99,0.0428,3.33,187
DEF-00409,T-90 Bhishma MBT,296.5,305.9,1934,85.5,221,0.8154,5.73,183
DEF-00410,Arjun Mk-II MBT,297.9,310.5,1433,36.8,113,0.0375,3.12,217
DEF-00411,T-90 Bhishma MBT,300.5,310.6,2480,14.0,22,0.1716,3.71,219
DEF-00412,K9 Vajra Howitzer,294.9,305.9,2401,81.9,96,0.0415,3.03,216
DEF-00413,Su-30MKI Fighter,301.0,309.2,1335,52.6,69,0.2011,3.32,152
DEF-00414,T-90 Bhishma MBT,305.3,313.5,1250,60.7,91,0.051,2.82,168
DEF-00415,Su-30MKI Fighter,295.4,306.7,1873,58.8,49,0.0536,3.1,151
DEF-00416,T-90 Bhishma MBT,304.3,317.7,1278,43.1,4,1.1859,6.88,162
DEF-00417,Arjun Mk-II MBT,310.8,320.9,2575,21.3,6,0.6868,5.25,219
DEF-00418,Arjun Mk-II MBT,302.4,316.4,2049,15.2,37,0.0691,2.99,153
DEF-00419,Arjun Mk-II MBT,305.2,319.3,2291,29.5,193,0.039,3.15,190
DEF-00420,Su-30MKI Fighter,299.5,310.8,1669,37.7,105,0.0552,3.15,213
DEF-00421,Arjun Mk-II MBT,300.7,310.4,2350,27.5,91,0.0522,3.12,214
DEF-00422,K9 Vajra Howitzer,309.2,319.9,2633,56.4,167,0.0353,2.87,179
DEF-00423,BMP-2 Sarath ICV,302.0,314.6,2156,71.0,150,0.8126,5.25,143
DEF-00424,Arjun Mk-II MBT,296.1,307.1,1747,71.6,177,0.0457,3.08,179
DEF-00425,BMP-2 Sarath ICV,304.9,314.4,1887,67.5,86,0.0508,2.82,152
DEF-00426,K9 Vajra Howitzer,295.1,306.4,2502,56.8,171,0.0727,3.19,201
DEF-00427,Arjun Mk-II MBT,301.8,312.9,1407,84.3,53,0.1169,3.54,157
DEF-00428,Su-30MKI Fighter,311.7,322.1,2392,82.2,166,0.0623,3.11,176
DEF-00429,T-90 Bhishma MBT,303.1,314.3,2467,42.6,192,0.7443,5.32,165
DEF-00430,K9 Vajra Howitzer,300.2,309.0,2599,14.2,242,0.0414,3.31,161
DEF-00431,K9 Vajra Howitzer,308.5,317.5,2250,44.7,227,0.0682,3.26,153
DEF-00432,K9 Vajra Howitzer,303.9,318.7,1404,85.9,85,0.4624,4.39,165
DEF-00433,T-90 Bhishma MBT,293.2,302.6,2090,28.4,206,0.1898,3.71,212
DEF-00434,K9 Vajra Howitzer,310.8,323.5,2504,20.4,144,0.1569,3.24,158
DEF-00435,K9 Vajra Howitzer,311.7,326.2,2229,66.2,44,0.0405,2.88,174
DEF-00436,BMP-2 Sarath ICV,295.9,305.3,1411,48.7,20,1.2049,6.9,159
DEF-00437,BMP-2 Sarath ICV,301.1,309.2,2396,80.1,11,0.0318,2.97,163
DEF-00438,K9 Vajra Howitzer,295.7,304.0,1619,40.5,83,0.2101,3.63,162
DEF-00439,Arjun Mk-II MBT,294.6,306.4,2626,14.9,130,0.0759,3.11,140
DEF-00440,K9 Vajra Howitzer,300.0,309.7,2732,70.3,109,0.2232,3.91,185
DEF-00441,BMP-2 Sarath ICV,301.9,315.5,1967,41.0,163,0.0526,3.18,217
DEF-00442,Su-30MKI Fighter,299.8,311.2,2140,72.0,235,0.0396,2.85,198
DEF-00443,T-90 Bhishma MBT,297.7,308.2,2655,25.1,83,0.0626,2.84,156
DEF-00444,Su-30MKI Fighter,299.9,310.1,2476,30.2,2,0.0728,2.98,161
DEF-00445,Su-30MKI Fighter,302.6,314.2,1734,82.4,197,0.5301,4.7,180
DEF-00446,BMP-2 Sarath ICV,311.1,321.3,2653,12.7,4,0.0725,3.09,146
DEF-00447,BMP-2 Sarath ICV,296.1,304.4,2492,70.8,2,0.0325,2.97,179
DEF-00448,Arjun Mk-II MBT,298.1,307.8,2822,32.7,238,0.1296,3.49,181
DEF-00449,BMP-2 Sarath ICV,298.6,313.1,2187,45.7,89,0.0517,2.96,203
DEF-00450,BMP-2 Sarath ICV,302.8,311.7,1976,71.7,123,0.2296,3.81,151
DEF-00451,Su-30MKI Fighter,304.0,318.3,2422,36.4,144,0.0681,3.29,168
DEF-00452,K9 Vajra Howitzer,308.9,322.1,1498,73.6,67,0.0476,3.04,153
DEF-00453,BMP-2 Sarath ICV,305.4,316.9,2462,42.8,57,0.0652,2.94,214
DEF-00454,Su-30MKI Fighter,311.1,320.9,1571,86.9,197,0.0695,3.25,182
DEF-00455,K9 Vajra Howitzer,308.6,317.5,2332,24.6,129,0.0318,2.81,178
DEF-00456,Arjun Mk-II MBT,293.8,307.4,2308,42.4,170,0.1629,3.67,184
DEF-00457,BMP-2 Sarath ICV,297.4,310.3,1119,83.1,79,0.0378,3.31,147
DEF-00458,BMP-2 Sarath ICV,307.7,321.6,1733,39.8,2,0.0565,2.83,193
DEF-00459,T-90 Bhishma MBT,298.7,310.3,2303,23.6,135,0.2257,3.57,216
DEF-00460,BMP-2 Sarath ICV,307.0,315.5,1748,17.3,11,0.0762,2.98,183
DEF-00461,Arjun Mk-II MBT,310.5,324.7,2299,31.5,224,0.0307,3.24,199
DEF-00462,K9 Vajra Howitzer,307.3,316.4,2339,40.5,101,0.0318,2.98,215
DEF-00463,Arjun Mk-II MBT,305.3,318.4,2387,86.5,143,0.0777,3.33,203
DEF-00464,T-90 Bhishma MBT,302.4,315.4,2872,13.9,86,0.0786,3.37,162
DEF-00465,T-90 Bhishma MBT,298.6,312.2,1822,58.0,94,0.0371,2.89,209
DEF-00466,K9 Vajra Howitzer,294.3,304.9,2238,19.1,21,0.6298,4.74,219
DEF-00467,T-90 Bhishma MBT,311.4,324.3,1756,38.2,137,0.0691,3.23,201
DEF-00468,K9 Vajra Howitzer,302.8,317.4,2195,40.2,47,0.0764,2.88,182
DEF-00469,T-90 Bhishma MBT,303.2,317.8,2615,28.1,234,0.0487,3.06,188
DEF-00470,Su-30MKI Fighter,294.9,304.7,2284,78.2,25,0.0527,2.92,219
DEF-00471,BMP-2 Sarath ICV,306.6,319.7,2699,67.0,138,0.0515,2.9,180
DEF-00472,Arjun Mk-II MBT,305.6,319.0,2209,42.1,128,0.4554,4.39,172
DEF-00473,K9 Vajra Howitzer,301.5,310.9,2772,48.1,172,0.1391,3.2,193
DEF-00474,BMP-2 Sarath ICV,293.4,307.1,1518,38.2,229,0.0771,2.99,210
DEF-00475,K9 Vajra Howitzer,293.7,306.4,2167,68.8,40,0.0489,2.94,171
DEF-00476,Arjun Mk-II MBT,296.0,304.8,2014,34.9,77,0.0769,3.17,159
DEF-00477,BMP-2 Sarath ICV,305.9,315.0,2818,61.3,178,0.0586,3.16,191
DEF-00478,Su-30MKI Fighter,295.6,304.1,2390,46.8,212,0.0483,2.96,159
DEF-00479,T-90 Bhishma MBT,293.0,301.1,2375,75.8,8,0.2167,3.64,152
DEF-00480,T-90 Bhishma MBT,311.8,326.7,1355,61.0,103,0.0794,3.08,175
DEF-00481,T-90 Bhishma MBT,306.7,318.6,2770,27.2,176,0.0667,3.18,149
DEF-00482,BMP-2 Sarath ICV,294.9,305.4,2223,37.1,180,0.0762,3.37,212
DEF-00483,K9 Vajra Howitzer,296.0,306.3,1518,58.0,71,0.0421,3.24,210
DEF-00484,BMP-2 Sarath ICV,298.5,312.9,2813,72.2,194,0.0651,3.39,182
DEF-00485,T-90 Bhishma MBT,309.1,321.5,1405,13.3,63,0.0725,3.23,176
DEF-00486,Su-30MKI Fighter,298.5,311.8,2561,39.1,81,0.2251,3.73,215
DEF-00487,K9 Vajra Howitzer,295.7,310.6,1245,25.3,182,0.0712,3.23,184
DEF-00488,BMP-2 Sarath ICV,298.7,312.3,1435,60.1,123,0.0447,2.85,194
DEF-00489,K9 Vajra Howitzer,300.6,315.2,1536,26.5,161,0.0403,2.99,168
DEF-00490,BMP-2 Sarath ICV,302.9,311.1,2228,87.4,237,0.05,2.83,195
DEF-00491,K9 Vajra Howitzer,310.9,319.9,1883,86.5,115,0.1083,3.33,172
DEF-00492,Su-30MKI Fighter,309.1,319.1,2669,53.4,220,0.1083,3.31,157
DEF-00493,Arjun Mk-II MBT,295.6,304.0,2726,49.4,143,0.0463,2.89,171
DEF-00494,BMP-2 Sarath ICV,293.1,302.7,2376,31.6,50,0.0459,2.8,148
DEF-00495,T-90 Bhishma MBT,295.3,305.2,1161,62.2,48,0.0418,3.02,183
DEF-00496,Su-30MKI Fighter,302.3,315.2,1896,71.4,193,0.8883,5.6,185
DEF-00497,T-90 Bhishma MBT,302.4,316.8,2049,42.3,121,0.4722,4.26,160
DEF-00498,T-90 Bhishma MBT,307.2,322.1,2224,78.9,74,0.0592,3.03,182
DEF-00499,BMP-2 Sarath ICV,304.4,314.7,2585,55.2,124,0.0488,3.27,190
DEF-00500,Arjun Mk-II MBT,302.4,317.0,2280,25.5,3,0.2011,3.41,184
DEF-00501,T-90 Bhishma MBT,304.2,318.0,2098,73.2,40,0.0709,3.36,179
DEF-00502,T-90 Bhishma MBT,295.9,304.8,1215,81.5,213,0.0584,2.89,210
DEF-00503,T-90 Bhishma MBT,303.9,316.7,2884,27.2,63,0.0601,3.2,209
DEF-00504,Su-30MKI Fighter,302.9,313.5,1741,70.4,197,0.0776,3.15,158
DEF-00505,BMP-2 Sarath ICV,298.3,311.6,1668,37.5,24,0.1153,2.98,166
DEF-00506,T-90 Bhishma MBT,305.0,318.7,2066,16.1,115,0.0363,2.83,174
DEF-00507,K9 Vajra Howitzer,294.4,308.7,1732,60.7,200,0.0486,2.79,165
DEF-00508,Arjun Mk-II MBT,309.3,319.6,1811,47.1,114,0.2233,3.42,172
DEF-00509,BMP-2 Sarath ICV,294.6,306.0,2295,56.5,200,0.0787,3.07,147
DEF-00510,T-90 Bhishma MBT,297.3,309.1,2112,73.5,47,0.0527,3.1,182
DEF-00511,BMP-2 Sarath ICV,303.9,312.0,1920,15.5,19,0.0628,3.03,219
DEF-00512,BMP-2 Sarath ICV,305.8,319.4,1244,85.0,40,0.2067,3.48,144
DEF-00513,BMP-2 Sarath ICV,308.0,319.0,1995,34.6,5,0.0675,2.87,177
DEF-00514,T-90 Bhishma MBT,304.1,315.2,1177,69.6,112,0.0507,3.02,143
DEF-00515,K9 Vajra Howitzer,305.8,317.3,2823,29.9,6,0.2101,3.77,196
DEF-00516,BMP-2 Sarath ICV,297.8,311.1,2653,58.6,88,0.0588,2.94,141
DEF-00517,BMP-2 Sarath ICV,296.2,306.2,1961,60.1,180,0.2335,3.37,145
DEF-00518,K9 Vajra Howitzer,295.8,310.0,2313,36.9,226,1.0311,5.98,181
DEF-00519,K9 Vajra Howitzer,302.1,314.0,2318,36.7,123,0.0508,3.15,176
DEF-00520,BMP-2 Sarath ICV,304.1,315.0,1286,13.5,28,0.0317,2.87,166
DEF-00521,BMP-2 Sarath ICV,310.5,325.1,1545,59.4,209,1.358,6.98,196
DEF-00522,K9 Vajra Howitzer,301.8,315.0,2715,64.4,119,0.1451,3.56,208
DEF-00523,T-90 Bhishma MBT,305.5,319.5,1478,15.5,228,0.0557,2.95,150
DEF-00524,Arjun Mk-II MBT,306.6,315.5,2707,13.7,83,0.8342,5.8,170
DEF-00525,K9 Vajra Howitzer,301.4,312.0,2715,24.2,231,0.1284,3.6,146
DEF-00526,Arjun Mk-II MBT,298.0,312.6,1139,16.5,103,0.1911,3.36,168
DEF-00527,Su-30MKI Fighter,305.7,316.3,2729,30.4,211,0.2079,3.84,151
DEF-00528,BMP-2 Sarath ICV,306.7,319.7,1537,57.4,76,1.169,6.92,178
DEF-00529,Su-30MKI Fighter,296.5,308.5,2621,37.7,189,0.0524,3.28,195
DEF-00530,T-90 Bhishma MBT,299.6,313.0,1913,82.7,130,0.0312,2.75,197
DEF-00531,Su-30MKI Fighter,311.6,323.2,1609,16.3,239,0.0413,2.93,202
DEF-00532,Arjun Mk-II MBT,299.7,311.7,1661,28.3,21,1.3545,7.37,196
DEF-00533,BMP-2 Sarath ICV,294.0,306.5,2376,81.6,104,0.0431,3.11,210
DEF-00534,BMP-2 Sarath ICV,304.5,313.0,2269,79.3,117,0.1816,3.52,165
DEF-00535,K9 Vajra Howitzer,302.2,312.2,2479,56.4,66,0.0639,2.98,158
DEF-00536,Arjun Mk-II MBT,293.1,307.3,2117,24.6,157,0.0583,3.26,186
DEF-00537,K9 Vajra Howitzer,299.9,311.0,2480,71.5,128,0.0417,2.76,169
DEF-00538,BMP-2 Sarath ICV,299.5,313.0,2811,22.2,19,0.0745,3.18,198
DEF-00539,Su-30MKI Fighter,299.4,311.2,2262,21.9,46,0.0543,3.03,206
DEF-00540,Arjun Mk-II MBT,306.8,321.6,1515,51.1,167,0.0313,3.21,184
DEF-00541,BMP-2 Sarath ICV,293.4,305.7,1187,19.3,31,0.0605,2.87,180
DEF-00542,K9 Vajra Howitzer,311.2,326.0,1794,33.0,93,0.0339,2.94,140
DEF-00543,BMP-2 Sarath ICV,300.3,311.8,1557,24.9,55,0.1287,3.36,202
DEF-00544,Arjun Mk-II MBT,297.9,308.6,2826,50.3,140,0.0664,2.84,158
DEF-00545,Su-30MKI Fighter,301.4,313.4,1204,77.2,51,0.0317,2.87,157
DEF-00546,K9 Vajra Howitzer,295.3,303.9,1190,12.2,205,0.5708,4.54,195
DEF-00547,BMP-2 Sarath ICV,300.6,312.7,2181,63.8,104,0.077,2.95,218
DEF-00548,Su-30MKI Fighter,305.7,318.2,2857,87.4,53,0.1291,3.05,185
DEF-00549,BMP-2 Sarath ICV,306.2,317.3,1677,16.3,202,0.0325,3.12,153
DEF-00550,Su-30MKI Fighter,299.2,308.8,1916,67.9,211,0.0658,3.24,212
DEF-00551,Su-30MKI Fighter,295.2,307.2,1581,47.4,217,0.0687,3.14,159
DEF-00552,K9 Vajra Howitzer,307.2,320.0,2514,79.5,24,0.046,3.3,207
DEF-00553,T-90 Bhishma MBT,311.9,321.0,1268,19.6,181,0.0546,3.3,160
DEF-00554,K9 Vajra Howitzer,293.5,308.3,2383,48.7,137,0.0724,3.29,214
DEF-00555,BMP-2 Sarath ICV,310.1,321.3,2342,75.5,101,0.0331,3.1,152
DEF-00556,K9 Vajra Howitzer,311.6,322.1,2308,74.5,54,0.1418,3.3,140
DEF-00557,K9 Vajra Howitzer,295.4,303.5,2039,17.3,84,1.0007,6.0,173
DEF-00558,Arjun Mk-II MBT,306.6,315.6,1832,18.3,42,0.0448,3.33,201
DEF-00559,T-90 Bhishma MBT,305.9,316.0,2459,87.9,218,1.1746,6.81,156
DEF-00560,BMP-2 Sarath ICV,306.4,320.6,2867,74.9,122,0.0731,3.11,193
DEF-00561,BMP-2 Sarath ICV,300.2,311.9,1222,35.3,231,0.1084,3.02,166
DEF-00562,Su-30MKI Fighter,304.7,313.2,1986,32.6,158,1.1103,6.55,219
DEF-00563,Su-30MKI Fighter,303.6,316.1,1191,48.3,106,0.0471,2.8,176
DEF-00564,K9 Vajra Howitzer,299.3,310.1,2099,61.9,239,0.0772,3.18,197
DEF-00565,Su-30MKI Fighter,304.4,316.5,1646,56.8,94,0.0561,3.33,188
DEF-00566,K9 Vajra Howitzer,311.1,324.4,1882,42.0,162,0.0599,3.1,188
DEF-00567,T-90 Bhishma MBT,305.8,313.9,1322,42.7,159,0.0769,3.14,193
DEF-00568,Arjun Mk-II MBT,309.3,322.5,1396,65.7,161,0.058,2.85,201
DEF-00569,T-90 Bhishma MBT,306.3,315.9,1627,81.6,149,0.0664,3.38,209
DEF-00570,Arjun Mk-II MBT,309.2,321.0,1367,42.7,143,0.0739,3.23,160
DEF-00571,Su-30MKI Fighter,296.2,309.4,1430,48.8,20,1.0783,6.57,151
DEF-00572,BMP-2 Sarath ICV,299.0,310.3,2583,46.2,231,0.0311,3.16,201
DEF-00573,Arjun Mk-II MBT,302.1,311.2,2645,21.8,19,0.0396,2.85,175
DEF-00574,Arjun Mk-II MBT,310.6,322.3,1193,55.6,157,0.1022,3.26,210
DEF-00575,T-90 Bhishma MBT,308.0,318.1,1368,16.4,198,0.0662,2.9,204
DEF-00576,K9 Vajra Howitzer,295.8,304.7,1724,84.9,195,0.0526,2.79,189
DEF-00577,Arjun Mk-II MBT,300.7,311.4,1651,82.6,78,0.1903,3.64,158
DEF-00578,T-90 Bhishma MBT,305.1,316.5,1378,49.8,53,0.1247,3.37,214
DEF-00579,Arjun Mk-II MBT,303.2,317.7,2884,40.8,134,0.2133,3.42,214
