vehicle_id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
ARMOR-T90-00213,298.3,309.7,1658,70.9,58,0.68,31,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00214,299.2,313.0,1855,23.4,38,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00215,297.0,315.2,2428,49.1,194,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00216,298.3,309.3,2482,62.6,89,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00217,307.8,305.9,1239,65.3,12,0.61,39,23,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00218,303.3,312.6,2751,23.8,203,0.29,71,42,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00219,295.9,316.8,2276,74.3,169,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00220,296.4,314.0,2700,34.0,37,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00221,304.4,305.3,2285,69.0,191,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00222,305.1,308.1,1293,76.6,27,0.77,23,13,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00223,300.9,310.5,2657,18.2,155,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00224,298.1,313.4,2482,21.4,190,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00225,306.4,315.3,1272,35.6,129,0.2,80,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00226,301.4,311.8,1809,77.3,145,0.67,32,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00227,303.7,308.5,1893,64.8,249,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00228,303.9,317.9,1307,28.9,65,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00229,298.9,308.6,2713,26.3,205,0.29,71,42,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00230,299.9,317.2,1774,43.9,242,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00231,295.5,315.5,2349,47.2,82,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00232,299.0,315.8,1905,59.5,118,0.34,65,39,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00233,298.7,305.7,2472,21.2,187,0.1,90,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00234,299.7,306.4,2679,78.5,195,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00235,305.7,311.6,1757,20.8,239,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00236,305.4,306.2,1863,34.8,142,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00237,295.2,311.8,1449,20.6,0,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00238,305.4,307.6,1939,55.8,195,0.1,90,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00239,298.8,309.5,2728,57.4,179,0.4,60,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00240,299.0,317.7,1734,41.9,240,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00241,304.7,312.1,1925,80.4,67,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00242,298.2,309.3,2208,60.9,39,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00243,305.9,314.4,2225,55.6,4,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00244,296.7,309.0,1386,55.6,214,0.37,63,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00245,302.0,312.8,1868,17.1,204,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00246,299.6,311.5,1367,29.2,68,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00247,305.1,305.2,2748,37.6,50,0.19,81,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00248,305.0,313.9,1257,54.1,73,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00249,305.4,317.2,2306,26.5,104,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00250,304.9,307.8,1489,19.9,78,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00251,297.0,305.0,1905,71.6,130,0.65,35,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00252,299.0,311.9,1965,43.7,102,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00253,300.7,308.8,1251,55.5,98,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00254,299.2,313.8,1839,45.0,64,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00255,305.7,306.3,1229,23.0,150,0.3,70,42,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00256,306.4,314.3,1437,44.4,239,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00257,300.0,307.7,2682,38.4,40,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00258,306.7,312.0,1288,17.6,0,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00259,306.0,318.0,1234,40.4,49,0.23,77,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00260,303.5,311.9,1681,75.7,80,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00261,295.3,309.5,2473,33.6,238,0.19,81,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00262,302.7,315.8,2221,61.7,182,0.63,37,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00263,295.4,305.1,2779,45.2,84,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00264,306.9,311.8,1337,54.5,202,0.76,24,14,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00265,299.8,311.6,2717,23.8,168,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00266,299.1,314.4,1678,44.3,146,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00267,302.4,307.0,1991,72.5,169,0.72,28,16,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00268,306.4,305.4,1880,56.4,147,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00269,301.8,316.3,1534,59.2,7,0.3,70,42,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00270,298.5,314.0,2551,37.8,194,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00271,305.1,314.7,1518,54.9,137,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00272,298.4,316.4,1981,46.9,69,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00273,300.8,313.0,2462,72.1,52,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00274,295.6,317.2,2111,24.9,62,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00275,303.2,308.7,2243,22.4,71,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00276,304.5,306.5,2136,27.6,132,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00277,304.8,308.5,1493,33.1,2,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00278,302.2,312.8,2159,31.0,239,0.22,78,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00279,299.4,309.3,1526,77.9,178,0.81,18,11,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00280,304.7,309.4,2572,25.1,90,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00281,296.0,306.1,1717,33.0,35,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00282,307.1,317.0,1996,56.1,4,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00283,307.7,317.7,2695,27.2,198,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00284,300.2,314.7,1992,34.0,14,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00285,300.6,312.7,1647,70.5,212,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00286,305.9,307.8,2065,53.2,244,0.39,61,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00287,302.7,313.4,2347,32.0,207,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00288,298.4,317.1,2326,73.4,74,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00289,305.1,307.5,1494,32.7,134,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00290,300.9,307.4,2522,75.3,230,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00291,301.9,306.2,1372,65.3,203,0.7,30,18,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00292,301.1,310.5,2069,16.6,101,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00293,299.6,310.2,1678,47.0,79,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00294,300.9,309.8,1304,25.7,11,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00295,307.2,307.6,1663,26.1,96,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00296,307.6,316.3,1347,44.9,105,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00297,306.6,306.3,1361,26.8,21,0.34,65,39,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00298,302.0,306.5,2318,23.5,121,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00299,306.4,306.8,2360,15.3,145,0.24,76,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00300,300.3,310.8,2346,81.0,110,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00301,302.6,305.7,2435,47.9,33,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00302,307.9,308.7,2270,36.0,59,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00303,307.8,306.3,2401,19.6,65,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00304,299.0,312.7,1294,57.9,77,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00305,305.3,307.1,1875,15.9,149,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00306,299.9,314.2,1953,63.2,154,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00307,295.1,311.5,2426,23.1,171,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00308,306.1,306.0,1421,79.0,194,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00309,306.4,308.9,2366,81.5,116,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00310,297.9,309.7,2576,58.7,190,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00311,302.3,315.1,2183,82.6,170,0.68,31,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00312,304.4,310.5,1391,63.5,42,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00313,307.6,312.4,2056,30.4,91,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00314,298.2,311.8,2771,72.4,99,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00315,296.8,309.1,1592,40.8,44,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00316,298.5,309.7,1920,63.5,152,0.75,25,15,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00317,297.3,317.0,2552,75.4,177,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00318,303.3,312.8,2427,55.4,116,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00319,305.9,316.9,1956,50.9,107,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00320,295.4,314.0,2079,55.0,57,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00321,295.8,315.4,1827,78.2,185,0.61,39,23,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00322,307.8,312.1,1226,31.8,1,0.36,64,38,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00323,296.8,317.1,1336,39.0,179,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00324,306.3,311.6,2274,36.7,185,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00325,307.4,317.5,1806,54.0,83,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00326,295.1,317.0,2009,15.0,58,0.3,70,42,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00327,295.8,318.0,1735,25.2,84,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00328,299.3,317.8,1766,69.2,151,0.65,35,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00329,302.1,306.3,1696,33.8,80,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00330,298.6,315.7,2648,31.3,53,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00331,300.2,310.8,2703,64.9,244,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00332,306.1,313.7,2513,57.6,39,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00333,302.6,315.4,1508,80.3,176,0.7,30,18,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00334,298.1,312.6,1324,65.0,169,0.32,68,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00335,300.8,311.9,1234,41.9,75,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00336,299.4,309.0,1912,75.8,73,0.74,26,15,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00337,306.9,305.9,2156,27.2,222,0.23,77,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00338,306.8,316.3,1984,53.1,44,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00339,295.5,316.9,1790,22.7,98,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00340,300.8,317.4,1330,54.3,222,0.64,36,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00341,302.3,307.1,1888,27.1,102,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00342,298.4,312.7,1805,64.5,96,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00343,295.6,315.6,1251,47.0,156,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00344,304.0,315.9,2490,42.7,224,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00345,300.3,317.3,2461,77.2,76,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00346,305.7,313.8,2424,22.3,61,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00347,306.5,305.8,2676,39.7,92,0.2,80,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00348,295.8,308.3,1227,27.3,147,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00349,299.4,305.3,2424,74.9,46,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00350,302.0,308.1,2176,50.6,44,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00351,295.2,312.4,2088,45.3,98,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00352,297.7,305.4,1850,69.7,134,0.67,32,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00353,297.2,317.0,1836,61.9,92,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00354,303.9,305.0,1364,46.8,135,0.36,64,38,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00355,298.1,308.7,2710,80.0,212,0.61,39,23,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00356,303.9,313.3,1381,56.4,124,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00357,300.9,317.3,2744,76.1,124,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00358,306.8,307.1,2348,38.1,246,0.3,70,42,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00359,304.1,316.2,1678,30.4,122,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00360,303.2,313.2,1526,55.4,82,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00361,297.0,313.2,1997,44.6,37,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00362,303.3,310.7,2727,58.1,249,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00363,307.4,311.5,1466,73.0,210,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00364,307.7,308.2,2277,70.7,3,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00365,297.0,310.1,1760,26.0,74,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00366,303.8,309.6,2393,59.6,8,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00367,296.5,306.6,2096,47.2,33,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00368,303.5,305.4,2380,67.6,10,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00369,307.1,312.1,2321,58.0,247,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00370,305.9,308.0,2134,53.3,209,0.28,72,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00371,298.9,313.3,1988,28.6,182,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00372,298.3,309.0,2072,39.2,180,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00373,299.9,311.3,2361,37.4,225,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00374,307.5,306.2,1663,46.6,35,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00375,297.8,307.6,1200,25.3,133,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00376,305.7,313.9,2031,83.3,186,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00377,299.8,312.1,1363,21.5,96,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00378,303.1,317.0,2500,19.3,95,0.22,78,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00379,295.2,310.4,2604,48.8,221,0.39,61,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00380,297.7,311.4,2131,19.0,103,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00381,296.8,308.3,2501,24.9,194,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00382,301.1,307.5,2048,19.7,40,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00383,295.2,306.6,2678,16.1,9,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00384,299.2,315.3,1227,75.2,194,0.81,18,11,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00385,305.3,316.6,2535,73.1,234,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00386,302.2,309.4,2267,61.2,219,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00387,306.5,312.3,2068,52.5,88,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00388,302.4,308.1,2178,31.2,134,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00389,307.1,308.0,1804,84.5,168,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00390,298.2,309.1,1420,45.3,10,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00391,303.2,312.8,2537,60.1,206,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00392,307.3,310.1,2625,47.4,81,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00393,302.4,316.3,2175,67.9,164,0.65,35,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00394,306.6,314.8,1533,51.9,84,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00395,295.7,316.9,1799,44.5,9,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00396,295.1,308.2,2740,82.6,78,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00397,295.1,312.1,2175,21.3,187,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00398,301.8,314.8,1521,48.6,226,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00399,298.0,309.7,1444,68.6,57,0.76,24,14,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00400,303.0,307.2,1974,44.3,107,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00401,300.1,307.4,2275,43.3,149,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00402,302.2,306.1,2791,71.4,244,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00403,307.3,310.0,1502,26.5,75,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00404,300.5,316.8,1360,41.6,159,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00405,303.7,316.7,2088,70.0,249,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00406,296.3,315.9,1509,38.6,63,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00407,306.5,307.3,2448,22.1,185,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00408,307.6,311.5,2634,47.1,140,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00409,298.2,315.0,1990,26.3,11,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00410,297.2,305.7,2554,28.4,245,0.28,72,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00411,303.5,310.1,2389,67.8,220,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00412,305.3,317.2,2097,84.6,196,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00413,297.5,312.4,2074,74.2,182,0.66,34,20,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00414,298.6,308.7,2046,50.1,246,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00415,297.6,306.6,1820,31.4,102,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00416,304.5,314.6,2044,32.7,232,0.31,69,41,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00417,302.6,316.4,1843,59.0,106,0.29,71,42,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00418,307.6,314.6,2702,57.4,142,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00419,305.4,314.8,1526,59.9,108,0.37,63,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00420,298.0,315.8,1706,84.7,92,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00421,301.0,317.1,2213,22.9,4,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00422,302.0,310.7,1590,33.9,186,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00423,299.0,316.8,2212,73.1,216,0.63,37,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00424,296.9,309.8,1324,77.0,174,0.87,13,7,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00425,304.9,307.5,2623,32.6,179,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00426,299.7,312.4,2264,61.0,194,0.64,36,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
