asset_id,platform_name,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],vibration_g_rms,hydraulic_pressure_psi,ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
IND-ARMY-1989,K9 Vajra 155mm,312.1,322.8,1465,79.5,217,1.2079,137,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1441,Arjun Mk-II MBT,305.4,313.8,2469,58.2,175,0.1957,160,0.28,72,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1250,Arjun Mk-II MBT,296.6,309.3,2381,31.4,70,0.0733,207,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1917,NAMICA ATGM,308.3,322.0,2508,86.0,197,0.7878,138,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1931,T-90 Bhishma,311.7,320.9,1614,84.0,213,1.1807,143,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1996,K9 Vajra 155mm,309.5,318.6,1618,90.6,212,0.7149,149,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0201,BMP-2 Sarath,296.3,307.3,2196,34.0,101,0.0432,204,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0224,T-90 Bhishma,296.5,306.8,2192,25.8,28,0.065,192,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1003,T-90 Bhishma,298.9,307.0,2482,31.7,52,0.047,196,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1032,NAMICA ATGM,297.9,309.8,2024,29.6,53,0.0422,195,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1156,T-90 Bhishma,300.0,308.7,1921,23.9,108,0.0684,208,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0857,Arjun Mk-II MBT,297.8,308.6,1603,24.5,11,0.0699,210,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0415,T-90 Bhishma,297.3,310.5,2590,45.9,97,0.077,190,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1340,Arjun Mk-II MBT,297.3,310.5,1623,20.7,53,0.0768,191,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0198,NAMICA ATGM,298.4,306.6,1907,42.4,59,0.0493,189,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1558,Arjun Mk-II MBT,305.2,316.2,1476,55.6,139,0.2172,167,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1824,K9 Vajra 155mm,312.9,318.2,2303,72.6,196,1.1999,154,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0713,T-90 Bhishma,297.7,309.5,2138,41.4,29,0.0561,205,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1765,K9 Vajra 155mm,313.3,321.5,2322,80.7,207,1.324,146,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0765,NAMICA ATGM,298.6,307.9,2143,19.1,47,0.0784,200,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1990,T-90 Bhishma,308.7,322.9,1797,76.0,247,0.8783,145,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0416,K9 Vajra 155mm,296.9,306.4,1749,24.0,46,0.0486,201,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0062,Arjun Mk-II MBT,298.1,309.2,1364,39.1,49,0.0663,196,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0949,T-90 Bhishma,300.6,308.9,1972,22.0,79,0.0531,193,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1492,T-90 Bhishma,306.3,316.7,2585,62.1,135,0.1929,180,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1116,BMP-2 Sarath,300.8,309.7,2534,36.1,27,0.0597,191,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0799,T-90 Bhishma,297.9,308.5,1614,33.3,63,0.0679,210,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0026,BMP-2 Sarath,296.9,306.3,2120,29.4,14,0.0701,214,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0352,Arjun Mk-II MBT,298.6,307.0,1938,38.6,51,0.0598,187,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1306,Arjun Mk-II MBT,299.6,308.4,1805,47.6,75,0.0624,193,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1018,T-90 Bhishma,300.9,310.6,2067,45.5,36,0.0619,209,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0950,K9 Vajra 155mm,300.4,307.6,2063,43.2,65,0.0457,197,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1049,K9 Vajra 155mm,298.4,306.1,1651,23.4,101,0.0432,186,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0620,NAMICA ATGM,300.5,306.2,1901,45.0,46,0.0779,187,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0602,T-90 Bhishma,299.3,307.9,2352,45.9,62,0.0463,192,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1464,BMP-2 Sarath,303.1,314.0,1507,58.4,136,0.1433,176,0.25,75,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1892,T-90 Bhishma,309.5,320.6,2245,86.9,237,1.0886,136,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1868,Arjun Mk-II MBT,313.4,318.8,2522,80.4,240,0.8389,157,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0876,K9 Vajra 155mm,298.9,306.3,2349,44.4,91,0.0724,197,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0554,NAMICA ATGM,298.9,307.4,2486,30.3,86,0.0675,199,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1193,Arjun Mk-II MBT,298.0,309.2,2487,32.5,21,0.0688,205,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1683,K9 Vajra 155mm,305.8,314.0,2243,61.4,170,0.1255,176,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1603,NAMICA ATGM,303.4,315.0,1323,55.5,137,0.1553,175,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1144,T-90 Bhishma,296.5,310.1,2490,24.0,47,0.0787,193,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1937,NAMICA ATGM,310.7,320.9,1578,73.2,220,0.936,144,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0661,BMP-2 Sarath,298.7,306.6,1504,42.5,107,0.0699,207,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1777,NAMICA ATGM,310.6,321.4,1536,85.9,207,0.9988,141,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1073,T-90 Bhishma,300.1,307.4,2121,43.0,38,0.0775,202,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1169,T-90 Bhishma,298.6,307.1,2393,28.0,67,0.0625,195,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0434,K9 Vajra 155mm,298.1,309.9,2524,37.0,73,0.0678,190,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1723,T-90 Bhishma,306.8,312.7,1303,55.4,173,0.1761,165,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0148,T-90 Bhishma,300.0,307.7,2163,42.5,22,0.0786,205,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1704,T-90 Bhishma,305.1,313.9,1388,51.0,149,0.2088,169,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1398,K9 Vajra 155mm,298.6,306.9,2430,24.2,52,0.0713,203,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0583,NAMICA ATGM,298.9,307.0,2537,47.4,83,0.0451,196,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0797,T-90 Bhishma,299.2,306.7,1655,22.4,10,0.0545,186,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1191,NAMICA ATGM,299.6,309.2,1579,29.5,49,0.0738,185,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0462,BMP-2 Sarath,300.0,307.3,1393,19.1,36,0.0401,198,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1142,NAMICA ATGM,298.6,308.6,2283,46.4,91,0.0411,201,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0432,NAMICA ATGM,299.8,309.8,1631,35.0,104,0.0425,185,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1519,K9 Vajra 155mm,302.8,313.7,1811,50.2,152,0.219,165,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1512,T-90 Bhishma,303.0,314.8,1513,58.1,166,0.1388,164,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0948,K9 Vajra 155mm,296.5,306.1,2494,27.5,14,0.0565,186,0.1,90,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0141,BMP-2 Sarath,299.1,309.5,1690,32.7,12,0.0464,192,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1170,NAMICA ATGM,296.0,307.0,2401,30.7,65,0.0573,200,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0623,T-90 Bhishma,297.4,307.5,1391,19.8,63,0.0401,187,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0520,NAMICA ATGM,298.3,309.3,2243,18.3,73,0.0543,195,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0263,NAMICA ATGM,296.6,309.6,2195,19.2,98,0.0584,206,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0846,T-90 Bhishma,299.9,310.1,1488,40.3,107,0.0484,186,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0153,K9 Vajra 155mm,297.8,309.3,2502,30.8,68,0.0488,198,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1506,Arjun Mk-II MBT,305.0,312.6,1804,58.4,131,0.1699,168,0.19,81,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0737,NAMICA ATGM,297.9,308.0,1411,29.5,46,0.0781,209,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0122,K9 Vajra 155mm,299.8,307.0,1914,28.3,105,0.0497,207,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1025,T-90 Bhishma,300.1,307.3,2514,44.9,108,0.0478,207,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0786,NAMICA ATGM,300.3,309.0,2113,31.5,20,0.0406,212,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1131,NAMICA ATGM,298.3,308.7,1682,23.7,32,0.0663,210,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1634,T-90 Bhishma,302.4,315.8,2434,65.3,162,0.1939,176,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0271,T-90 Bhishma,300.4,308.4,1333,18.7,29,0.0541,208,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1436,K9 Vajra 155mm,304.0,315.2,1995,62.4,128,0.139,177,0.42,58,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1832,K9 Vajra 155mm,311.8,318.7,2521,89.1,242,0.4754,138,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1425,K9 Vajra 155mm,305.5,314.2,2569,65.6,144,0.2092,165,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1201,Arjun Mk-II MBT,300.9,309.4,1767,31.0,108,0.0757,192,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0724,BMP-2 Sarath,297.1,307.0,1324,28.1,55,0.0526,208,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1697,NAMICA ATGM,302.5,316.9,1418,54.9,177,0.1323,176,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1518,BMP-2 Sarath,302.6,312.7,2415,64.9,128,0.1434,161,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1730,BMP-2 Sarath,304.1,312.8,1661,59.6,152,0.2009,165,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1588,NAMICA ATGM,305.0,314.4,2142,61.8,146,0.2023,175,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0788,NAMICA ATGM,300.7,308.9,2180,35.1,47,0.0654,202,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1584,T-90 Bhishma,304.8,316.2,2115,58.8,121,0.1867,169,0.2,80,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0298,NAMICA ATGM,300.8,307.2,1684,32.7,37,0.0476,187,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1505,T-90 Bhishma,304.4,312.9,2135,55.2,178,0.2104,179,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0213,NAMICA ATGM,299.1,309.5,1872,25.4,94,0.0494,213,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1391,NAMICA ATGM,297.9,308.6,1788,30.9,53,0.0408,196,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1004,K9 Vajra 155mm,297.0,308.0,2282,39.1,92,0.0754,187,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0534,Arjun Mk-II MBT,300.1,309.1,1667,25.9,57,0.0411,201,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1496,K9 Vajra 155mm,305.6,315.0,1930,61.8,141,0.1575,161,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0741,K9 Vajra 155mm,298.8,310.6,2168,46.0,93,0.057,196,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0951,Arjun Mk-II MBT,299.6,309.2,1494,34.8,78,0.0576,208,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0230,NAMICA ATGM,296.2,308.3,1594,21.5,108,0.0571,202,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0531,BMP-2 Sarath,299.9,308.9,1341,33.7,86,0.0556,192,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1047,Arjun Mk-II MBT,300.1,309.5,2287,36.8,103,0.066,200,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1952,NAMICA ATGM,312.6,319.1,2393,88.3,219,0.6688,153,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1040,Arjun Mk-II MBT,300.7,310.6,1566,38.3,106,0.0612,199,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1331,T-90 Bhishma,297.4,306.2,1757,26.9,89,0.0408,204,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0480,K9 Vajra 155mm,299.2,309.0,1794,28.9,37,0.0417,196,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1764,Arjun Mk-II MBT,313.6,321.2,1921,85.3,204,1.3338,144,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0932,NAMICA ATGM,298.3,306.4,2431,37.1,36,0.0572,197,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1034,K9 Vajra 155mm,300.1,308.3,2053,38.7,97,0.0693,207,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1038,Arjun Mk-II MBT,297.6,307.0,2391,19.9,63,0.0737,203,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0798,Arjun Mk-II MBT,298.0,308.6,2365,34.1,82,0.0528,214,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1801,K9 Vajra 155mm,312.4,323.5,2429,79.5,221,0.7935,153,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0981,T-90 Bhishma,296.7,308.3,1459,31.0,48,0.0452,207,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0304,Arjun Mk-II MBT,297.3,306.8,2276,47.6,33,0.066,188,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0915,NAMICA ATGM,297.3,310.8,2426,20.0,20,0.0427,194,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1844,BMP-2 Sarath,309.2,319.5,2488,91.6,191,0.7192,146,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0301,K9 Vajra 155mm,300.6,310.4,1802,33.9,83,0.0778,206,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1486,T-90 Bhishma,307.0,315.9,1433,63.1,181,0.1449,171,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0235,T-90 Bhishma,300.6,307.8,2078,25.6,98,0.0557,210,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1447,NAMICA ATGM,304.5,315.8,2414,59.2,124,0.1378,169,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0774,BMP-2 Sarath,299.5,308.4,2568,39.7,103,0.0764,198,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1759,BMP-2 Sarath,312.2,322.8,1416,89.0,195,1.2887,151,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1842,BMP-2 Sarath,308.3,323.9,1881,72.4,244,0.7764,138,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0769,K9 Vajra 155mm,296.4,310.0,1776,37.5,85,0.0486,194,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0991,NAMICA ATGM,299.6,306.4,2334,31.3,19,0.0766,201,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0839,T-90 Bhishma,298.2,308.4,1744,46.1,20,0.0656,206,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1593,BMP-2 Sarath,303.7,315.6,1716,51.6,173,0.1224,182,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1963,NAMICA ATGM,309.0,324.0,1845,71.9,231,0.8768,138,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1975,K9 Vajra 155mm,312.3,319.5,2549,76.5,217,0.8923,158,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1166,BMP-2 Sarath,297.6,308.8,2096,44.4,34,0.0791,203,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0016,K9 Vajra 155mm,299.1,306.3,1313,35.1,22,0.0574,210,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0461,K9 Vajra 155mm,299.1,306.9,1959,33.0,66,0.0481,201,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1762,BMP-2 Sarath,313.6,319.5,1932,90.0,232,1.4642,152,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0498,NAMICA ATGM,299.2,309.2,1597,39.2,92,0.0693,192,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1930,T-90 Bhishma,309.2,322.3,1356,78.8,219,0.9584,156,0.85,15,9,critical,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1240,K9 Vajra 155mm,300.7,308.7,2272,19.4,39,0.0559,191,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0972,BMP-2 Sarath,298.1,306.9,1400,18.3,47,0.0637,189,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1601,BMP-2 Sarath,303.3,312.6,1727,66.8,129,0.1939,163,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0528,NAMICA ATGM,299.3,309.9,2363,33.6,80,0.0665,213,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0130,BMP-2 Sarath,296.3,306.0,2304,20.7,91,0.0773,190,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1273,NAMICA ATGM,300.7,307.5,1361,35.5,71,0.0534,207,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1048,NAMICA ATGM,296.9,307.2,1712,18.3,44,0.0491,186,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0923,Arjun Mk-II MBT,296.7,310.0,2331,23.8,108,0.0428,202,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1155,NAMICA ATGM,299.6,308.2,1687,19.8,42,0.0787,201,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0913,T-90 Bhishma,297.1,306.9,1456,36.1,94,0.0576,207,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0909,Arjun Mk-II MBT,300.5,308.2,2359,36.2,42,0.0739,197,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0057,Arjun Mk-II MBT,298.9,307.6,1997,27.8,57,0.0726,196,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0365,BMP-2 Sarath,299.8,308.8,2242,36.9,38,0.0728,201,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1707,T-90 Bhishma,306.6,312.3,1887,51.9,145,0.1419,181,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0142,BMP-2 Sarath,296.7,309.8,1562,46.9,27,0.0469,198,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0524,T-90 Bhishma,300.2,306.7,2433,31.7,41,0.061,189,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0494,Arjun Mk-II MBT,298.3,309.2,1500,27.9,25,0.0636,212,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0711,NAMICA ATGM,296.7,310.3,2438,25.8,12,0.0675,199,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1314,Arjun Mk-II MBT,297.6,310.8,1477,37.5,47,0.0489,201,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0961,T-90 Bhishma,299.9,307.6,1726,42.7,56,0.0554,190,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1186,NAMICA ATGM,300.0,308.2,1358,23.5,94,0.0698,207,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1554,T-90 Bhishma,302.2,315.7,1621,62.2,131,0.1537,181,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1831,K9 Vajra 155mm,311.3,318.2,1755,71.1,228,1.3089,146,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0698,NAMICA ATGM,298.1,306.3,1771,44.1,109,0.0692,200,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0302,K9 Vajra 155mm,298.7,310.3,1412,41.9,27,0.0587,188,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0659,T-90 Bhishma,296.5,310.6,2563,43.8,26,0.0611,202,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1405,NAMICA ATGM,303.2,312.7,1758,50.9,171,0.1378,164,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0423,NAMICA ATGM,299.8,307.6,1555,32.6,90,0.0634,197,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1359,K9 Vajra 155mm,296.3,308.4,2103,21.9,34,0.0578,191,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0649,BMP-2 Sarath,299.8,306.9,1454,39.5,48,0.0431,212,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0863,T-90 Bhishma,300.6,309.2,2174,47.5,31,0.0486,202,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0412,T-90 Bhishma,297.2,310.1,1742,19.8,73,0.056,214,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1210,BMP-2 Sarath,297.5,306.4,1836,23.4,90,0.0799,198,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1433,K9 Vajra 155mm,306.4,315.0,1788,57.5,181,0.1543,180,0.19,81,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0594,NAMICA ATGM,299.3,307.5,2490,45.4,20,0.0774,203,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
